部件,关节归属,类型,材料,本轮新增或替换,制造信息,源清单,STEP,打印主文件,显示网格,网格SHA256,最近专用图册,备注
R23_neck_lower_host_0_M3x16,trunk_base,purchase_reference,A2-70 socket screw nominal purchase envelope,True,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r23-power-integration/mechanics_neck/manifest.json,work/r23-power-integration/mechanics_neck/STEP_毫米/R23_neck_lower_host_0_M3x16.step,,work/r23-power-integration/mechanics_neck/STL_装配坐标_毫米/R23_neck_lower_host_0_M3x16.stl,c30fb2264b1623e51bcef9f7c4f2a7d844ffed8b52c2bfe1b5f061bf7601c8c4,work/r23-power-integration/mechanics_neck/R23_neck_interfaces_dimensions.pdf,"M3x16, underhead datum; full major-diameter shaft is thread-envelope reference. Verify supplier fillet <= D3.6 x0.4 and incoming dimensions."
R23_neck_lower_host_1_M3x16,trunk_base,purchase_reference,A2-70 socket screw nominal purchase envelope,True,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r23-power-integration/mechanics_neck/manifest.json,work/r23-power-integration/mechanics_neck/STEP_毫米/R23_neck_lower_host_1_M3x16.step,,work/r23-power-integration/mechanics_neck/STL_装配坐标_毫米/R23_neck_lower_host_1_M3x16.stl,0044ed5a126e9547ee28fd5df2b9c1360ba350a3931e0df0b0856e2167067de1,work/r23-power-integration/mechanics_neck/R23_neck_interfaces_dimensions.pdf,"M3x16, underhead datum; full major-diameter shaft is thread-envelope reference. Verify supplier fillet <= D3.6 x0.4 and incoming dimensions."
R23_neck_upper_PEEK_comb_housing,jaw_soft,manufacturing_candidate,unfilled PEEK Victrex450G-series machining stock,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/mechanics_neck/manifest.json,work/r23-power-integration/mechanics_neck/STEP_毫米/R23_neck_upper_PEEK_comb_housing.step,,work/r23-power-integration/mechanics_neck/STL_装配坐标_毫米/R23_neck_upper_PEEK_comb_housing.stl,3994a74a32acc06f51b397c095b7762bbdc7cce944d7e61986947ac188406212,work/r23-power-integration/mechanics_neck/R23_neck_interfaces_dimensions.pdf,12x36x10 housing; rear pocket8x24x8; free face2mm; M2 tapped blind retainer holes depth4.0. 29 front guide holes with0.15 edge break. Rigid guide alone is not strain relief.
R23_neck_upper_VMQ_comb_installed,jaw_soft,installed_deformation_reference,Wacker ELASTOSIL LR3004/40 A/B VMQ Shore A40 typical,True,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r23-power-integration/mechanics_neck/manifest.json,work/r23-power-integration/mechanics_neck/STEP_毫米/R23_neck_upper_VMQ_comb_installed.step,,work/r23-power-integration/mechanics_neck/STL_装配坐标_毫米/R23_neck_upper_VMQ_comb_installed.stl,febeb2650e8780894aa413720a7fd2fb2a9c873d7fc118c3ad2666f38a385cbb,work/r23-power-integration/mechanics_neck/R23_neck_interfaces_dimensions.pdf,Installed soft insert reference with maximum wire OD bores. Proposed mold bore0.95xminimum insulation OD; coupon must establish grip without insulation damage. Final molding shrinkage/formulation not released.
R23_neck_upper_PEEK_retainer,jaw_soft,manufacturing_candidate,unfilled PEEK Victrex450G-series machining stock,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/mechanics_neck/manifest.json,work/r23-power-integration/mechanics_neck/STEP_毫米/R23_neck_upper_PEEK_retainer.step,,work/r23-power-integration/mechanics_neck/STL_装配坐标_毫米/R23_neck_upper_PEEK_retainer.stl,2ce97829760aea54b56b2e8661e79eae716271651a9fc6707e9449678aafd901,work/r23-power-integration/mechanics_neck/R23_neck_interfaces_dimensions.pdf,"2mm rear retainer with7x23 through window, twoM2 clearance holes; install comb/wires before terminals."
R23_neck_upper_retainer_1_washer,jaw_soft,manufacturing_candidate,A2 stainless DIN125 M2.5 washer ID2.7 OD6 t0.5,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/mechanics_neck/manifest.json,work/r23-power-integration/mechanics_neck/STEP_毫米/R23_neck_upper_retainer_1_washer.step,,work/r23-power-integration/mechanics_neck/STL_装配坐标_毫米/R23_neck_upper_retainer_1_washer.stl,6b5a7206725f56d2f364c1991e6f41d8324318dae1ac61993f08522878fb3a44,work/r23-power-integration/mechanics_neck/R23_neck_interfaces_dimensions.pdf,M2.5 washer intentionally used on M2 to clear bounded underhead fillet; incoming dimension check.
R23_neck_upper_retainer_1_M2x6,jaw_soft,purchase_reference,A2-70 socket screw nominal purchase envelope,True,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r23-power-integration/mechanics_neck/manifest.json,work/r23-power-integration/mechanics_neck/STEP_毫米/R23_neck_upper_retainer_1_M2x6.step,,work/r23-power-integration/mechanics_neck/STL_装配坐标_毫米/R23_neck_upper_retainer_1_M2x6.stl,a47ca55651e86e57912e03b343c58ac88613fa24e9ec7e82e06f9545f2367cb6,work/r23-power-integration/mechanics_neck/R23_neck_interfaces_dimensions.pdf,"M2x6, underhead datum; full major-diameter shaft is thread-envelope reference. Verify supplier fillet <= D2.6 x0.4 and incoming dimensions."
R23_neck_upper_mount_1_front_washer,jaw_soft,manufacturing_candidate,A2 stainless DIN125 M2.5 washer ID2.7 OD6 t0.5,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/mechanics_neck/manifest.json,work/r23-power-integration/mechanics_neck/STEP_毫米/R23_neck_upper_mount_1_front_washer.step,,work/r23-power-integration/mechanics_neck/STL_装配坐标_毫米/R23_neck_upper_mount_1_front_washer.stl,ed41e0c8313b5591eef43b66c56eadcdd6608a215d66405895ec1d26fefa20c7,work/r23-power-integration/mechanics_neck/R23_neck_interfaces_dimensions.pdf,M2.5 washer intentionally used on M2 to clear bounded underhead fillet; incoming dimension check.
R23_neck_upper_mount_1_rear_washer,jaw_soft,manufacturing_candidate,A2 stainless DIN125 M2.5 washer ID2.7 OD6 t0.5,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/mechanics_neck/manifest.json,work/r23-power-integration/mechanics_neck/STEP_毫米/R23_neck_upper_mount_1_rear_washer.step,,work/r23-power-integration/mechanics_neck/STL_装配坐标_毫米/R23_neck_upper_mount_1_rear_washer.stl,98cf02eaa4f3804a40033a7f2fdb2a93629223fb69bf5b4a75dc2ae80a2521db,work/r23-power-integration/mechanics_neck/R23_neck_interfaces_dimensions.pdf,M2.5 washer intentionally used on M2 to clear bounded underhead fillet; incoming dimension check.
R23_neck_upper_mount_1_M2_nut,jaw_soft,purchase_reference,A2 stainless M2 hex nut AF4 t1.6,True,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r23-power-integration/mechanics_neck/manifest.json,work/r23-power-integration/mechanics_neck/STEP_毫米/R23_neck_upper_mount_1_M2_nut.step,,work/r23-power-integration/mechanics_neck/STL_装配坐标_毫米/R23_neck_upper_mount_1_M2_nut.stl,39cc1ce04333208aa4a78dd77ab96827c50876c415e8b49b99d665546e73deb6,work/r23-power-integration/mechanics_neck/R23_neck_interfaces_dimensions.pdf,Minor bore is thread engagement envelope; verify full usable thread and nut thickness.
R23_neck_upper_mount_1_M2x18,jaw_soft,purchase_reference,A2-70 socket screw nominal purchase envelope,True,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r23-power-integration/mechanics_neck/manifest.json,work/r23-power-integration/mechanics_neck/STEP_毫米/R23_neck_upper_mount_1_M2x18.step,,work/r23-power-integration/mechanics_neck/STL_装配坐标_毫米/R23_neck_upper_mount_1_M2x18.stl,04a02a8a9bdf2fa32b98246f4847035285bd2ab0a2af3ce81644a177401e441a,work/r23-power-integration/mechanics_neck/R23_neck_interfaces_dimensions.pdf,"M2x18, underhead datum; full major-diameter shaft is thread-envelope reference. Verify supplier fillet <= D2.6 x0.4 and incoming dimensions."
R23_neck_upper_retainer_2_washer,jaw_soft,manufacturing_candidate,A2 stainless DIN125 M2.5 washer ID2.7 OD6 t0.5,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/mechanics_neck/manifest.json,work/r23-power-integration/mechanics_neck/STEP_毫米/R23_neck_upper_retainer_2_washer.step,,work/r23-power-integration/mechanics_neck/STL_装配坐标_毫米/R23_neck_upper_retainer_2_washer.stl,c9891a1568c64438eea29881dc0a3107d704e773424a482f151e08b00da56a55,work/r23-power-integration/mechanics_neck/R23_neck_interfaces_dimensions.pdf,M2.5 washer intentionally used on M2 to clear bounded underhead fillet; incoming dimension check.
R23_neck_upper_retainer_2_M2x6,jaw_soft,purchase_reference,A2-70 socket screw nominal purchase envelope,True,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r23-power-integration/mechanics_neck/manifest.json,work/r23-power-integration/mechanics_neck/STEP_毫米/R23_neck_upper_retainer_2_M2x6.step,,work/r23-power-integration/mechanics_neck/STL_装配坐标_毫米/R23_neck_upper_retainer_2_M2x6.stl,2958b3420aa289339a2bc74165b75fe52b433016aa40c57c9e04e6cc543a699c,work/r23-power-integration/mechanics_neck/R23_neck_interfaces_dimensions.pdf,"M2x6, underhead datum; full major-diameter shaft is thread-envelope reference. Verify supplier fillet <= D2.6 x0.4 and incoming dimensions."
R23_neck_upper_mount_2_front_washer,jaw_soft,manufacturing_candidate,A2 stainless DIN125 M2.5 washer ID2.7 OD6 t0.5,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/mechanics_neck/manifest.json,work/r23-power-integration/mechanics_neck/STEP_毫米/R23_neck_upper_mount_2_front_washer.step,,work/r23-power-integration/mechanics_neck/STL_装配坐标_毫米/R23_neck_upper_mount_2_front_washer.stl,4aad8848137a4728157facd7134d60ee75b0131cc415194b634a940d592538d7,work/r23-power-integration/mechanics_neck/R23_neck_interfaces_dimensions.pdf,M2.5 washer intentionally used on M2 to clear bounded underhead fillet; incoming dimension check.
R23_neck_upper_mount_2_rear_washer,jaw_soft,manufacturing_candidate,A2 stainless DIN125 M2.5 washer ID2.7 OD6 t0.5,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/mechanics_neck/manifest.json,work/r23-power-integration/mechanics_neck/STEP_毫米/R23_neck_upper_mount_2_rear_washer.step,,work/r23-power-integration/mechanics_neck/STL_装配坐标_毫米/R23_neck_upper_mount_2_rear_washer.stl,89b9f7883f8d08db65cd3c44b3a09578a3e6e402ba86de63f81f232cc25ded09,work/r23-power-integration/mechanics_neck/R23_neck_interfaces_dimensions.pdf,M2.5 washer intentionally used on M2 to clear bounded underhead fillet; incoming dimension check.
R23_neck_upper_mount_2_M2_nut,jaw_soft,purchase_reference,A2 stainless M2 hex nut AF4 t1.6,True,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r23-power-integration/mechanics_neck/manifest.json,work/r23-power-integration/mechanics_neck/STEP_毫米/R23_neck_upper_mount_2_M2_nut.step,,work/r23-power-integration/mechanics_neck/STL_装配坐标_毫米/R23_neck_upper_mount_2_M2_nut.stl,399d4b795989331b6f805f124126fcc79ffd6feac85447fb6e049c96c2fcf092,work/r23-power-integration/mechanics_neck/R23_neck_interfaces_dimensions.pdf,Minor bore is thread engagement envelope; verify full usable thread and nut thickness.
R23_neck_upper_mount_2_M2x18,jaw_soft,purchase_reference,A2-70 socket screw nominal purchase envelope,True,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r23-power-integration/mechanics_neck/manifest.json,work/r23-power-integration/mechanics_neck/STEP_毫米/R23_neck_upper_mount_2_M2x18.step,,work/r23-power-integration/mechanics_neck/STL_装配坐标_毫米/R23_neck_upper_mount_2_M2x18.stl,99b6b3ff9b7e60f5a063ffba38ed06bfe338cb95ea5cacda64a219d2fb53fec4,work/r23-power-integration/mechanics_neck/R23_neck_interfaces_dimensions.pdf,"M2x18, underhead datum; full major-diameter shaft is thread-envelope reference. Verify supplier fillet <= D2.6 x0.4 and incoming dimensions."
R23_neck_upper_6061_lower_jaw,jaw_soft,manufacturing_candidate,6061-T651 machined billet,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/mechanics_neck/manifest.json,work/r23-power-integration/mechanics_neck/STEP_毫米/R23_neck_upper_6061_lower_jaw.step,,work/r23-power-integration/mechanics_neck/STL_装配坐标_毫米/R23_neck_upper_6061_lower_jaw.stl,4601d1d273229215ecc0b0667e0e927714420c6aad7259ad9ce3683ecef4cb84,work/r23-power-integration/mechanics_neck/R23_neck_interfaces_dimensions.pdf,"Lower2mm jaw bears atZ219; side lips capture carrier X50..60. Nominal touching faces represent clamp interface, not permitted solid overlap."
R23_neck_upper_saddle_1_top_washer,jaw_soft,manufacturing_candidate,A2 stainless DIN125 M2.5 washer ID2.7 OD6 t0.5,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/mechanics_neck/manifest.json,work/r23-power-integration/mechanics_neck/STEP_毫米/R23_neck_upper_saddle_1_top_washer.step,,work/r23-power-integration/mechanics_neck/STL_装配坐标_毫米/R23_neck_upper_saddle_1_top_washer.stl,75877dc6bb0bef43b1d1ccbb0d7a95fe6c6ead1f90f2f1f24ea1066524a86aba,work/r23-power-integration/mechanics_neck/R23_neck_interfaces_dimensions.pdf,M2.5 washer intentionally used on M2 to clear bounded underhead fillet; incoming dimension check.
R23_neck_upper_saddle_1_bottom_washer,jaw_soft,manufacturing_candidate,A2 stainless DIN125 M2.5 washer ID2.7 OD6 t0.5,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/mechanics_neck/manifest.json,work/r23-power-integration/mechanics_neck/STEP_毫米/R23_neck_upper_saddle_1_bottom_washer.step,,work/r23-power-integration/mechanics_neck/STL_装配坐标_毫米/R23_neck_upper_saddle_1_bottom_washer.stl,4850456f0d46f979cbf166328838584e2b9cca8cfa4f9213bfaa1e10e79f2479,work/r23-power-integration/mechanics_neck/R23_neck_interfaces_dimensions.pdf,M2.5 washer intentionally used on M2 to clear bounded underhead fillet; incoming dimension check.
R23_neck_upper_saddle_1_M2_nut,jaw_soft,purchase_reference,A2 stainless M2 hex nut AF4 t1.6,True,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r23-power-integration/mechanics_neck/manifest.json,work/r23-power-integration/mechanics_neck/STEP_毫米/R23_neck_upper_saddle_1_M2_nut.step,,work/r23-power-integration/mechanics_neck/STL_装配坐标_毫米/R23_neck_upper_saddle_1_M2_nut.stl,8bfbc15c5ad4cf9979c7f865caf63eaf474df9acea7a84fdc6d9f148c88dedb8,work/r23-power-integration/mechanics_neck/R23_neck_interfaces_dimensions.pdf,Minor bore is thread engagement envelope; verify full usable thread and nut thickness.
R23_neck_upper_saddle_1_M2x10,jaw_soft,purchase_reference,A2-70 socket screw nominal purchase envelope,True,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r23-power-integration/mechanics_neck/manifest.json,work/r23-power-integration/mechanics_neck/STEP_毫米/R23_neck_upper_saddle_1_M2x10.step,,work/r23-power-integration/mechanics_neck/STL_装配坐标_毫米/R23_neck_upper_saddle_1_M2x10.stl,fe353d67725e8008b4807c87f8f6abc886ea7bfd5d3eb5a475d4c3c0ccbf1cde,work/r23-power-integration/mechanics_neck/R23_neck_interfaces_dimensions.pdf,"M2x10, underhead datum; full major-diameter shaft is thread-envelope reference. Verify supplier fillet <= D2.6 x0.4 and incoming dimensions."
R23_neck_upper_saddle_2_top_washer,jaw_soft,manufacturing_candidate,A2 stainless DIN125 M2.5 washer ID2.7 OD6 t0.5,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/mechanics_neck/manifest.json,work/r23-power-integration/mechanics_neck/STEP_毫米/R23_neck_upper_saddle_2_top_washer.step,,work/r23-power-integration/mechanics_neck/STL_装配坐标_毫米/R23_neck_upper_saddle_2_top_washer.stl,662192eac071f67861a79ebc0bfce316de4eda51ddc5821a70cecf976ba32d4c,work/r23-power-integration/mechanics_neck/R23_neck_interfaces_dimensions.pdf,M2.5 washer intentionally used on M2 to clear bounded underhead fillet; incoming dimension check.
R23_neck_upper_saddle_2_bottom_washer,jaw_soft,manufacturing_candidate,A2 stainless DIN125 M2.5 washer ID2.7 OD6 t0.5,True,按本件源CAD与材料/工艺合同评审,work/r23-power-integration/mechanics_neck/manifest.json,work/r23-power-integration/mechanics_neck/STEP_毫米/R23_neck_upper_saddle_2_bottom_washer.step,,work/r23-power-integration/mechanics_neck/STL_装配坐标_毫米/R23_neck_upper_saddle_2_bottom_washer.stl,053e250aca464ba419f0ffa3937c755ac3eef35cef387b28b2208489f6dbcf79,work/r23-power-integration/mechanics_neck/R23_neck_interfaces_dimensions.pdf,M2.5 washer intentionally used on M2 to clear bounded underhead fillet; incoming dimension check.
R23_neck_upper_saddle_2_M2_nut,jaw_soft,purchase_reference,A2 stainless M2 hex nut AF4 t1.6,True,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r23-power-integration/mechanics_neck/manifest.json,work/r23-power-integration/mechanics_neck/STEP_毫米/R23_neck_upper_saddle_2_M2_nut.step,,work/r23-power-integration/mechanics_neck/STL_装配坐标_毫米/R23_neck_upper_saddle_2_M2_nut.stl,31ec77dd4ed1f45103019103e971374e19728f2167e57d5e1380232590f55ddc,work/r23-power-integration/mechanics_neck/R23_neck_interfaces_dimensions.pdf,Minor bore is thread engagement envelope; verify full usable thread and nut thickness.
R23_neck_upper_saddle_2_M2x10,jaw_soft,purchase_reference,A2-70 socket screw nominal purchase envelope,True,参考/器件外包络：按原器件BOM采购，不按外形体积制件或计重,work/r23-power-integration/mechanics_neck/manifest.json,work/r23-power-integration/mechanics_neck/STEP_毫米/R23_neck_upper_saddle_2_M2x10.step,,work/r23-power-integration/mechanics_neck/STL_装配坐标_毫米/R23_neck_upper_saddle_2_M2x10.stl,7d1a20c94f80155776cbe93fa9b3cfbbc76549f50c12a8c4db29ea693d19634f,work/r23-power-integration/mechanics_neck/R23_neck_interfaces_dimensions.pdf,"M2x10, underhead datum; full major-diameter shaft is thread-envelope reference. Verify supplier fillet <= D2.6 x0.4 and incoming dimensions."
